new_0.wav	4.151	4.410	Speech
new_0.wav	4.190	5.888	Dog
new_1.wav	0.000	10.000	Frying
new_1.wav	4.591	4.841	Dishes
new_1.wav	5.458	7.572	Speech
new_1.wav	6.345	6.595	Dishes
new_1.wav	7.481	7.731	Dishes
new_10.wav	4.215	5.227	Speech
new_10.wav	4.680	10.000	Electric_shaver_toothbrush
new_10.wav	5.707	6.043	Speech
new_10.wav	6.565	7.093	Speech
new_100.wav	1.742	3.576	Speech
new_100.wav	3.796	4.289	Speech
new_100.wav	4.968	6.770	Speech
new_100.wav	5.046	7.731	Blender
new_1000.wav	0.000	10.000	Electric_shaver_toothbrush
new_1000.wav	3.951	4.977	Speech
new_1001.wav	2.263	10.000	Electric_shaver_toothbrush
new_1001.wav	3.039	4.057	Speech
new_1001.wav	4.925	6.206	Speech
new_1002.wav	1.491	10.000	Frying
new_1002.wav	1.686	2.299	Speech
new_1002.wav	5.137	5.550	Dishes
new_1002.wav	5.849	9.900	Speech
new_1003.wav	3.568	4.948	Speech
new_1003.wav	4.655	5.250	Cat
new_1003.wav	5.561	9.286	Speech
new_1003.wav	6.423	9.026	Cat
new_1004.wav	0.000	10.000	Frying
new_1004.wav	7.762	8.527	Speech
new_1004.wav	8.488	10.000	Dishes
new_1005.wav	2.097	10.000	Running_water
new_1005.wav	3.103	4.065	Speech
new_1005.wav	5.073	5.601	Speech
new_1005.wav	7.876	9.060	Speech
new_1006.wav	2.196	2.877	Speech
new_1006.wav	8.005	8.533	Dishes
new_1007.wav	2.445	4.407	Speech
new_1007.wav	5.062	5.378	Alarm_bell_ringing
new_1007.wav	5.994	10.000	Alarm_bell_ringing
new_1007.wav	7.799	8.412	Speech
new_1008.wav	0.983	10.000	Running_water
new_1008.wav	2.558	3.078	Speech
new_1008.wav	3.848	6.457	Speech
new_1009.wav	0.000	10.000	Frying
new_1009.wav	3.450	4.029	Dishes
new_1009.wav	4.592	5.437	Dishes
new_1009.wav	5.105	6.289	Speech
new_1009.wav	7.317	8.927	Speech
new_1009.wav	7.768	8.018	Dishes
new_101.wav	2.434	2.815	Speech
new_101.wav	3.377	10.000	Electric_shaver_toothbrush
new_1010.wav	0.000	10.000	Electric_shaver_toothbrush
new_1010.wav	4.469	10.000	Speech
new_1011.wav	3.008	4.810	Speech
new_1011.wav	3.262	10.000	Blender
new_1011.wav	5.458	6.084	Speech
new_1012.wav	3.051	3.396	Speech
new_1012.wav	4.132	4.382	Speech
new_1012.wav	5.185	6.793	Speech
new_1013.wav	2.289	9.837	Frying
new_1013.wav	9.469	9.785	Dishes
new_1014.wav	0.000	10.000	Vacuum_cleaner
new_1014.wav	0.937	1.217	Speech
new_1014.wav	3.242	5.258	Speech
new_1014.wav	6.079	6.538	Speech
new_1015.wav	1.244	1.494	Dog
new_1015.wav	5.076	5.354	Dog
new_1015.wav	5.767	10.000	Alarm_bell_ringing
new_1015.wav	6.410	6.660	Speech
new_1015.wav	8.471	8.734	Dog
new_1016.wav	3.498	5.033	Speech
new_1016.wav	8.183	10.000	Cat
new_1017.wav	2.539	10.000	Running_water
new_1017.wav	6.106	7.262	Speech
new_1018.wav	1.066	2.327	Speech
new_1018.wav	4.254	4.569	Dog
new_1018.wav	4.535	5.185	Speech
new_1018.wav	5.135	5.579	Dog
new_1018.wav	5.512	7.944	Speech
new_1019.wav	0.000	10.000	Frying
new_102.wav	2.658	3.039	Speech
new_102.wav	3.797	4.255	Dog
new_102.wav	4.259	7.178	Speech
new_102.wav	7.545	8.317	Dog
new_1020.wav	1.027	2.057	Dishes
new_1020.wav	3.174	3.424	Dishes
new_1020.wav	4.639	4.889	Dishes
new_1020.wav	5.354	5.710	Dishes
new_1020.wav	5.459	6.771	Speech
new_1020.wav	6.127	6.575	Dishes
new_1021.wav	2.011	3.252	Speech
new_1021.wav	3.488	3.806	Alarm_bell_ringing
new_1021.wav	4.149	4.634	Alarm_bell_ringing
new_1021.wav	6.050	6.608	Speech
new_1022.wav	0.955	10.000	Alarm_bell_ringing
new_1022.wav	1.154	1.941	Speech
new_1022.wav	3.277	6.089	Speech
new_1022.wav	6.503	6.783	Speech
new_1023.wav	0.000	9.434	Vacuum_cleaner
new_1023.wav	2.759	3.552	Speech
new_1023.wav	3.891	6.361	Speech
new_1024.wav	4.087	5.563	Speech
