merge_separated_Y-6n82E5zyuY_70.000_80.000.wav	0.05	2.77	Alarm_bell_ringing
merge_separated_Y-6n82E5zyuY_70.000_80.000.wav	8.29	9.39	Alarm_bell_ringing
merge_separated_Y-6p32k2WUCs_0.000_10.000.wav	0.43	9.97	Alarm_bell_ringing
merge_separated_Y-7T1vQ2CgdQ_10.000_20.000.wav	0.87	1.87	Alarm_bell_ringing
merge_separated_Y-7T1vQ2CgdQ_10.000_20.000.wav	2.41	2.85	Alarm_bell_ringing
merge_separated_Y-7T1vQ2CgdQ_10.000_20.000.wav	3.15	3.87	Alarm_bell_ringing
merge_separated_Y-7T1vQ2CgdQ_10.000_20.000.wav	5.07	5.69	Alarm_bell_ringing
merge_separated_Y-7T1vQ2CgdQ_10.000_20.000.wav	6.43	7.41	Alarm_bell_ringing
merge_separated_Y-7T1vQ2CgdQ_10.000_20.000.wav	9.45	9.65	Alarm_bell_ringing
merge_separated_Y-Jnns0s8q2g_22.000_32.000.wav	0.05	1.99	Alarm_bell_ringing
merge_separated_Y-Jnns0s8q2g_22.000_32.000.wav	5.15	5.41	Alarm_bell_ringing
merge_separated_Y-Jnns0s8q2g_22.000_32.000.wav	6.09	6.37	Alarm_bell_ringing
merge_separated_Y-Jnns0s8q2g_22.000_32.000.wav	7.23	7.45	Alarm_bell_ringing
merge_separated_Y-ZgUXgJn4U0_0.000_10.000.wav	4.19	5.13	Alarm_bell_ringing
merge_separated_Y-ZgUXgJn4U0_0.000_10.000.wav	6.55	7.53	Alarm_bell_ringing
merge_separated_Y-ZgUXgJn4U0_0.000_10.000.wav	8.95	9.55	Alarm_bell_ringing
merge_separated_Y-Zjgm_sZd10_0.000_4.000.wav	0.63	2.17	Alarm_bell_ringing
merge_separated_Y-ikrSfqB0LU_0.000_3.000.wav	0.57	0.77	Alarm_bell_ringing
merge_separated_Y-ikrSfqB0LU_0.000_3.000.wav	1.15	1.37	Alarm_bell_ringing
merge_separated_Y-kJT_nUHinA_50.000_60.000.wav	0.05	7.77	Alarm_bell_ringing
merge_separated_Y-pP61DogSPY_30.000_40.000.wav	0.05	3.51	Alarm_bell_ringing
merge_separated_Y-pP61DogSPY_30.000_40.000.wav	4.25	7.35	Alarm_bell_ringing
merge_separated_Y-pP61DogSPY_30.000_40.000.wav	9.19	9.39	Alarm_bell_ringing
